age,education_num,is_male,hours_per_week,is_us_native,had_capital_loss_or_gain,high_income,test,sex,education_simp,workclass_simp,maritalstat_simp,occupation,race,salary
38,12,1,40,1,0,1,0,Male,assoc,private,married,Exec_managerial,White,>50K
61,10,0,40,1,0,0,0,Female,,self_emp,separated,Machine_op_inspct,White,<50K
62,14,1,40,0,0,0,0,Male,masters,self_emp,married,Prof_specialty,Asian_Pac_Islander,<50K
29,10,1,40,1,1,0,0,Male,,private,married,Craft_repair,White,<50K
26,9,0,32,1,0,0,0,Female,hs_grad,private,single,Protective_serv,Black,<50K
19,10,1,50,1,0,0,0,Male,,private,single,Farming_fishing,White,<50K
40,6,1,40,1,0,0,0,Male,not_highschool,private,married,Craft_repair,White,<50K
36,9,1,40,1,1,1,0,Male,hs_grad,private,married,Machine_op_inspct,White,>50K
42,9,1,45,1,1,0,0,Male,hs_grad,private,married,Transport_moving,White,<50K
55,14,0,40,0,0,0,0,Female,masters,private,single,Prof_specialty,Asian_Pac_Islander,<50K
55,9,0,35,1,1,0,0,Female,hs_grad,private,married,Other_service,Black,<50K
43,13,1,40,1,0,1,0,Male,bachelors,self_emp,married,Sales,White,>50K
39,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
38,10,1,45,1,0,1,0,Male,,government,married,Adm_clerical,White,>50K
28,9,0,40,0,0,0,0,Female,hs_grad,private,single,Other_service,White,<50K
36,10,0,40,1,0,0,0,Female,,private,separated,Tech_support,White,<50K
49,10,1,50,1,0,0,0,Male,,private,married,Farming_fishing,White,<50K
41,10,0,40,1,0,0,0,Female,,private,separated,Adm_clerical,Black,<50K
60,4,0,40,1,0,0,0,Female,,private,married,Machine_op_inspct,White,<50K
35,13,1,70,1,0,0,0,Male,bachelors,private,married,Exec_managerial,White,<50K
36,13,0,40,1,0,0,0,Female,bachelors,government,separated,Prof_specialty,White,<50K
51,9,1,40,1,0,1,0,Male,hs_grad,private,married,Adm_clerical,White,>50K
23,9,1,40,0,0,0,0,Male,hs_grad,private,single,Other_service,White,<50K
51,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
17,7,0,18,0,1,0,0,Female,not_highschool,private,single,Sales,White,<50K
33,10,1,25,1,0,0,0,Male,,self_emp,married,Sales,White,<50K
50,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Protective_serv,White,<50K
38,8,1,40,1,0,1,0,Male,not_highschool,private,married,Craft_repair,White,>50K
18,9,0,35,1,0,0,0,Female,hs_grad,private,single,Adm_clerical,White,<50K
26,9,1,40,1,0,0,0,Male,hs_grad,private,single,Transport_moving,White,<50K
21,10,0,47,1,0,0,0,Female,,private,single,Sales,White,<50K
26,9,1,52,1,0,0,0,Male,hs_grad,private,married,Exec_managerial,White,<50K
30,9,0,40,1,0,1,0,Female,hs_grad,government,married,Adm_clerical,White,>50K
39,10,0,20,1,0,0,0,Female,,unknown,separated,unknown,White,<50K
33,9,1,40,1,0,0,0,Male,hs_grad,government,single,Other_service,Black,<50K
42,10,1,38,1,0,0,0,Male,,government,separated,Transport_moving,White,<50K
28,15,0,50,1,0,0,0,Female,prof_school,private,single,Prof_specialty,White,<50K
20,9,1,35,1,0,0,0,Male,hs_grad,private,single,Other_service,White,<50K
66,13,0,25,1,1,0,0,Female,bachelors,government,separated,Prof_specialty,Black,<50K
31,10,1,50,0,0,0,0,Male,,private,married,Adm_clerical,Asian_Pac_Islander,<50K
36,10,1,40,0,0,0,0,Male,,private,separated,Adm_clerical,White,<50K
39,12,1,40,1,0,1,0,Male,assoc,government,single,Prof_specialty,White,>50K
52,9,1,40,1,0,0,0,Male,hs_grad,private,married,Adm_clerical,White,<50K
61,4,1,40,0,1,1,0,Male,,private,married,Craft_repair,White,>50K
27,9,1,40,1,0,0,0,Male,hs_grad,private,married,Transport_moving,White,<50K
45,9,0,50,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
21,5,1,40,1,0,0,0,Male,,private,single,Other_service,Amer_Indian_Eskimo,<50K
25,9,0,40,1,0,0,0,Female,hs_grad,private,single,Adm_clerical,White,<50K
24,10,0,25,1,0,0,0,Female,,private,single,Other_service,White,<50K
38,12,1,55,0,0,0,0,Male,assoc,private,married,Exec_managerial,White,<50K
51,10,1,24,1,0,0,0,Male,,unknown,married,unknown,White,<50K
29,13,0,50,1,1,1,0,Female,bachelors,private,married,Prof_specialty,White,>50K
45,9,0,38,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
59,6,1,50,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
41,9,1,40,1,0,0,0,Male,hs_grad,private,married,Adm_clerical,White,<50K
23,13,0,40,1,0,0,0,Female,bachelors,private,single,Adm_clerical,White,<50K
43,10,1,45,1,0,0,0,Male,,private,separated,Adm_clerical,White,<50K
17,7,1,20,1,0,0,0,Male,not_highschool,private,single,Sales,White,<50K
32,13,1,50,1,1,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
42,11,1,40,1,0,0,0,Male,assoc,private,married,Machine_op_inspct,White,<50K
68,14,1,40,1,1,1,0,Male,masters,private,married,Exec_managerial,White,>50K
55,9,1,40,1,1,1,0,Male,hs_grad,government,married,Tech_support,White,>50K
43,9,1,40,1,0,0,0,Male,hs_grad,private,married,Adm_clerical,White,<50K
61,9,1,40,1,0,1,0,Male,hs_grad,private,married,Adm_clerical,White,>50K
28,9,1,40,1,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
47,9,0,60,1,0,0,0,Female,hs_grad,private,separated,Machine_op_inspct,White,<50K
21,4,1,40,1,0,0,0,Male,,self_emp,single,Craft_repair,White,<50K
39,10,1,40,1,0,0,0,Male,,private,single,Craft_repair,White,<50K
39,7,1,46,1,1,0,0,Male,not_highschool,private,separated,Craft_repair,White,<50K
34,10,1,40,1,1,0,0,Male,,private,married,Transport_moving,Black,<50K
57,5,1,40,1,0,0,0,Male,,unknown,separated,unknown,White,<50K
27,13,1,40,1,0,0,0,Male,bachelors,private,separated,Handlers_cleaners,Black,<50K
21,10,0,12,1,0,0,0,Female,,government,single,Other_service,Black,<50K
25,3,1,40,0,0,0,0,Male,not_highschool,private,single,Machine_op_inspct,White,<50K
51,10,1,50,1,0,1,0,Male,,self_emp,married,Sales,White,>50K
35,13,0,40,1,0,0,0,Female,bachelors,private,single,Sales,Black,<50K
19,10,1,12,1,0,0,0,Male,,private,single,Other_service,White,<50K
27,13,1,55,1,1,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
34,10,0,35,1,0,0,0,Female,,private,single,Sales,Black,<50K
33,9,0,32,1,0,0,0,Female,hs_grad,unknown,separated,unknown,White,<50K
36,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Craft_repair,White,<50K
33,13,1,35,1,0,0,0,Male,bachelors,self_emp,married,Craft_repair,White,<50K
60,13,1,40,1,0,0,0,Male,bachelors,self_emp,married,Craft_repair,White,<50K
42,10,1,50,1,1,1,0,Male,,private,married,Exec_managerial,White,>50K
47,9,0,40,1,0,0,0,Female,hs_grad,government,married,Prof_specialty,Black,<50K
42,9,1,75,1,0,1,0,Male,hs_grad,private,separated,Craft_repair,White,>50K
34,10,1,65,1,0,1,0,Male,,private,married,Exec_managerial,White,>50K
21,9,0,32,1,0,0,0,Female,hs_grad,private,single,Other_service,White,<50K
30,14,1,15,1,0,1,0,Male,masters,private,married,Other_service,White,>50K
53,14,0,50,1,0,1,0,Female,masters,private,married,Exec_managerial,White,>50K
34,9,1,40,0,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
37,13,1,40,1,0,0,0,Male,bachelors,private,married,Handlers_cleaners,White,<50K
27,9,0,40,1,0,0,0,Female,hs_grad,private,single,Adm_clerical,Black,<50K
31,13,1,40,1,0,0,0,Male,bachelors,private,single,Sales,White,<50K
30,10,0,40,1,0,0,0,Female,,private,married,Adm_clerical,White,<50K
33,9,1,45,1,0,0,0,Male,hs_grad,private,separated,Transport_moving,White,<50K
41,10,1,40,1,0,0,0,Male,,government,married,Exec_managerial,White,<50K
23,10,1,30,1,0,0,0,Male,,government,married,Prof_specialty,White,<50K
65,10,0,40,1,0,0,0,Female,,private,married,Exec_managerial,White,<50K
30,9,0,40,1,0,0,0,Female,hs_grad,private,single,Other_service,White,<50K
51,11,1,55,1,1,0,0,Male,assoc,private,married,Other_service,White,<50K
30,10,1,40,1,0,0,0,Male,,government,single,Handlers_cleaners,White,<50K
49,14,1,45,1,1,1,0,Male,masters,private,separated,Sales,White,>50K
37,9,1,30,1,1,0,0,Male,hs_grad,self_emp,married,Prof_specialty,White,<50K
42,9,1,40,1,0,0,0,Male,hs_grad,private,single,Craft_repair,White,<50K
62,11,0,45,1,0,1,0,Female,assoc,private,married,Exec_managerial,White,>50K
67,9,1,35,1,1,0,0,Male,hs_grad,unknown,separated,unknown,White,<50K
31,10,1,40,1,1,1,0,Male,,private,married,Transport_moving,White,>50K
50,13,1,20,1,0,1,0,Male,bachelors,private,married,Tech_support,White,>50K
33,13,1,40,0,0,0,0,Male,bachelors,private,married,Adm_clerical,Asian_Pac_Islander,<50K
27,10,1,40,1,0,0,0,Male,,private,single,Transport_moving,White,<50K
31,11,1,40,0,1,1,0,Male,assoc,private,married,Craft_repair,White,>50K
35,10,1,40,1,0,0,0,Male,,private,single,Machine_op_inspct,Amer_Indian_Eskimo,<50K
55,10,1,6,1,0,1,0,Male,,private,married,Transport_moving,White,>50K
54,13,0,35,1,1,1,0,Female,bachelors,self_emp,married,Exec_managerial,White,>50K
56,13,1,48,1,0,1,0,Male,bachelors,private,married,Tech_support,White,>50K
21,11,0,40,1,0,0,0,Female,assoc,private,single,Adm_clerical,White,<50K
66,4,0,20,0,0,0,0,Female,,private,separated,Other_service,White,<50K
46,9,1,50,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
23,13,0,38,1,0,0,0,Female,bachelors,private,single,Exec_managerial,White,<50K
43,14,0,45,1,0,0,0,Female,masters,private,single,Exec_managerial,White,<50K
40,9,1,55,1,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
52,3,1,40,0,0,0,0,Male,not_highschool,private,married,Craft_repair,White,<50K
59,13,1,50,1,0,1,0,Male,bachelors,government,married,Prof_specialty,White,>50K
36,11,0,40,1,0,0,0,Female,assoc,government,separated,Adm_clerical,Black,<50K
33,9,1,40,1,0,0,0,Male,hs_grad,private,single,Transport_moving,White,<50K
20,9,1,40,1,0,0,0,Male,hs_grad,private,married,Sales,White,<50K
21,9,1,35,1,0,0,0,Male,hs_grad,private,single,Machine_op_inspct,White,<50K
59,6,0,40,1,0,0,0,Female,not_highschool,unknown,separated,unknown,White,<50K
42,14,1,50,1,0,1,0,Male,masters,self_emp,married,Exec_managerial,White,>50K
62,9,0,43,1,0,0,0,Female,hs_grad,private,separated,Sales,White,<50K
54,9,1,40,1,0,0,0,Male,hs_grad,private,single,Sales,White,<50K
35,4,0,30,1,0,0,0,Female,,private,single,Machine_op_inspct,White,<50K
36,12,0,40,1,0,0,0,Female,assoc,private,single,Tech_support,White,<50K
21,9,0,45,1,0,0,0,Female,hs_grad,private,single,Adm_clerical,White,<50K
30,9,0,14,1,0,0,0,Female,hs_grad,private,separated,Farming_fishing,White,<50K
46,10,1,40,1,0,1,0,Male,,private,married,Craft_repair,White,>50K
32,3,0,40,0,0,1,0,Female,not_highschool,private,married,Machine_op_inspct,Asian_Pac_Islander,>50K
21,10,1,64,1,0,0,0,Male,,private,single,Sales,White,<50K
39,9,1,40,1,0,0,0,Male,hs_grad,private,single,Adm_clerical,White,<50K
54,9,0,43,1,0,0,0,Female,hs_grad,private,married,Exec_managerial,White,<50K
32,10,1,40,1,1,0,0,Male,,private,married,Machine_op_inspct,White,<50K
23,9,1,40,1,0,0,0,Male,hs_grad,private,single,Machine_op_inspct,White,<50K
42,2,1,40,0,0,0,0,Male,not_highschool,private,married,Machine_op_inspct,White,<50K
62,6,0,30,1,0,0,0,Female,not_highschool,unknown,separated,unknown,White,<50K
28,10,1,35,1,0,0,0,Male,,private,single,Other_service,White,<50K
28,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
35,12,1,40,1,0,0,0,Male,assoc,private,married,Tech_support,White,<50K
19,10,0,40,1,0,0,0,Female,,private,single,Exec_managerial,White,<50K
27,9,1,35,1,0,0,0,Male,hs_grad,private,single,Handlers_cleaners,Black,<50K
54,2,1,50,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
19,9,0,35,1,0,0,0,Female,hs_grad,private,single,Sales,White,<50K
27,10,0,30,1,0,0,0,Female,,private,single,Sales,White,<50K
30,9,1,50,0,0,0,0,Male,hs_grad,private,single,Other_service,White,<50K
35,12,0,35,1,0,0,0,Female,assoc,private,single,Adm_clerical,White,<50K
66,5,1,40,1,0,0,0,Male,,unknown,married,unknown,White,<50K
19,10,0,20,1,0,0,0,Female,,government,single,Prof_specialty,White,<50K
30,9,1,40,1,0,1,0,Male,hs_grad,private,married,Handlers_cleaners,White,>50K
32,13,1,40,1,0,0,0,Male,bachelors,private,single,Tech_support,White,<50K
31,10,0,40,1,0,0,0,Female,,private,single,Sales,White,<50K
26,11,1,65,1,0,0,0,Male,assoc,private,single,Sales,Black,<50K
44,10,0,25,1,0,0,0,Female,,private,separated,Sales,White,<50K
52,13,1,50,1,0,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
30,10,1,40,1,0,0,0,Male,,private,married,Farming_fishing,White,<50K
32,9,0,60,1,0,0,0,Female,hs_grad,self_emp,single,Other_service,White,<50K
19,9,1,40,1,0,0,0,Male,hs_grad,self_emp,single,Craft_repair,White,<50K
33,9,1,30,1,0,0,0,Male,hs_grad,private,separated,Machine_op_inspct,White,<50K
20,10,1,40,1,0,0,0,Male,,private,single,Handlers_cleaners,White,<50K
61,4,1,40,1,0,0,0,Male,,private,married,Machine_op_inspct,White,<50K
33,10,0,35,1,0,0,0,Female,,private,single,Other_service,Black,<50K
24,10,0,35,1,0,0,0,Female,,private,single,Sales,White,<50K
31,13,1,60,1,0,0,0,Male,bachelors,self_emp,separated,Craft_repair,White,<50K
20,9,0,20,1,0,0,0,Female,hs_grad,unknown,single,unknown,White,<50K
32,11,0,50,1,0,0,0,Female,assoc,private,separated,Exec_managerial,White,<50K
29,12,0,40,1,0,0,0,Female,assoc,private,married,Tech_support,White,<50K
61,6,1,24,1,0,0,0,Male,not_highschool,private,separated,Other_service,White,<50K
48,9,0,50,1,0,0,0,Female,hs_grad,private,married,Machine_op_inspct,White,<50K
29,12,0,40,1,0,0,0,Female,assoc,government,separated,Adm_clerical,White,<50K
61,8,1,52,1,0,0,0,Male,not_highschool,unknown,single,unknown,Black,<50K
34,10,1,48,0,0,0,0,Male,,private,single,Handlers_cleaners,Black,<50K
22,12,0,15,1,0,0,0,Female,assoc,private,single,Adm_clerical,White,<50K
32,9,1,40,1,1,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
38,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
27,10,0,40,1,0,0,0,Female,,private,separated,Machine_op_inspct,White,<50K
26,9,1,40,0,0,0,0,Male,hs_grad,private,single,Craft_repair,Asian_Pac_Islander,<50K
35,9,1,40,1,1,1,0,Male,hs_grad,private,single,Adm_clerical,White,>50K
62,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
28,9,0,40,1,0,0,0,Female,hs_grad,private,single,Other_service,White,<50K
50,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Craft_repair,Black,<50K
34,13,1,50,1,1,1,0,Male,bachelors,private,single,Sales,White,>50K
37,9,1,40,1,0,0,0,Male,hs_grad,self_emp,married,Craft_repair,White,<50K
63,2,0,44,0,0,0,0,Female,not_highschool,private,separated,Machine_op_inspct,White,<50K
35,5,1,40,1,0,0,0,Male,,private,single,Handlers_cleaners,Black,<50K
55,13,1,40,1,0,1,0,Male,bachelors,private,married,Sales,White,>50K
40,9,0,40,1,0,1,0,Female,hs_grad,private,married,Sales,White,>50K
25,9,1,50,1,0,0,0,Male,hs_grad,private,married,Sales,Other,<50K
51,10,1,40,1,0,0,0,Male,,private,married,Exec_managerial,White,<50K
37,13,1,40,1,1,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
54,13,1,55,1,1,1,0,Male,bachelors,self_emp,married,Exec_managerial,White,>50K
47,10,1,40,1,0,1,0,Male,,government,married,Other_service,White,>50K
26,13,0,40,1,0,0,0,Female,bachelors,private,single,Exec_managerial,White,<50K
46,11,1,40,1,0,0,0,Male,assoc,private,married,Craft_repair,White,<50K
24,8,1,40,1,0,0,0,Male,not_highschool,private,single,Craft_repair,White,<50K
19,4,1,80,1,0,0,0,Male,,private,single,Adm_clerical,White,<50K
35,9,1,40,1,1,1,0,Male,hs_grad,private,married,Sales,White,>50K
36,13,1,35,1,0,0,0,Male,bachelors,government,single,Prof_specialty,Black,<50K
18,8,0,20,1,0,0,0,Female,not_highschool,private,single,Other_service,White,<50K
46,14,1,40,1,0,1,0,Male,masters,government,married,Prof_specialty,White,>50K
30,9,0,32,1,0,0,0,Female,hs_grad,private,single,Other_service,Black,<50K
29,9,0,40,1,0,0,0,Female,hs_grad,private,single,Other_service,Black,<50K
65,9,0,20,0,0,0,0,Female,hs_grad,private,separated,Other_service,Black,<50K
41,14,0,40,1,0,1,0,Female,masters,private,married,Exec_managerial,White,>50K
34,13,1,40,1,0,0,0,Male,bachelors,private,married,Exec_managerial,White,<50K
58,4,1,40,1,0,0,0,Male,,private,married,Transport_moving,Black,<50K
39,9,0,40,1,0,0,0,Female,hs_grad,government,single,Other_service,Black,<50K
21,10,0,40,1,0,0,0,Female,,private,single,Other_service,White,<50K
31,9,1,50,1,0,1,0,Male,hs_grad,private,married,Transport_moving,White,>50K
33,16,1,50,1,0,1,0,Male,doctorate,government,married,Prof_specialty,White,>50K
28,13,1,60,1,0,0,0,Male,bachelors,private,married,Exec_managerial,White,<50K
32,9,0,35,1,1,0,0,Female,hs_grad,private,single,Adm_clerical,Black,<50K
32,13,1,55,1,0,1,0,Male,bachelors,private,single,Exec_managerial,White,>50K
31,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Other_service,Black,<50K
41,15,1,40,1,1,1,0,Male,prof_school,self_emp,married,Exec_managerial,White,>50K
48,13,1,45,0,0,1,0,Male,bachelors,private,married,Tech_support,Asian_Pac_Islander,>50K
27,9,1,40,1,0,0,0,Male,hs_grad,private,single,Transport_moving,White,<50K
45,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Craft_repair,Black,<50K
34,9,1,50,1,0,0,0,Male,hs_grad,self_emp,married,Exec_managerial,White,<50K
17,6,0,10,1,0,0,0,Female,not_highschool,private,single,Sales,White,<50K
25,9,1,23,1,0,0,0,Male,hs_grad,private,single,Handlers_cleaners,Black,<50K
34,13,0,62,1,0,1,0,Female,bachelors,self_emp,single,Prof_specialty,White,>50K
33,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Sales,White,<50K
21,10,0,20,1,0,0,0,Female,,private,single,Adm_clerical,White,<50K
22,9,1,50,1,0,0,0,Male,hs_grad,private,single,Machine_op_inspct,White,<50K
61,10,1,42,1,0,0,0,Male,,private,married,Prof_specialty,White,<50K
40,9,0,30,1,0,1,0,Female,hs_grad,private,married,Adm_clerical,White,>50K
58,10,1,12,1,0,0,0,Male,,private,married,Sales,White,<50K
30,10,1,58,1,0,0,0,Male,,private,married,Craft_repair,White,<50K
24,9,1,60,1,0,0,0,Male,hs_grad,private,single,Craft_repair,White,<50K
52,8,1,50,1,0,1,0,Male,not_highschool,self_emp,married,Exec_managerial,White,>50K
50,9,0,40,1,0,0,0,Female,hs_grad,private,separated,Sales,White,<50K
49,10,1,30,1,0,0,0,Male,,private,married,Craft_repair,Black,<50K
22,9,0,40,1,0,0,0,Female,hs_grad,private,single,Adm_clerical,White,<50K
32,13,0,35,0,0,1,0,Female,bachelors,private,married,Adm_clerical,White,>50K
21,10,0,40,1,0,0,0,Female,,private,single,Adm_clerical,White,<50K
25,10,0,50,1,0,0,0,Female,,private,single,Machine_op_inspct,White,<50K
34,9,1,45,1,0,0,0,Male,hs_grad,self_emp,married,Adm_clerical,White,<50K
48,6,1,45,1,0,1,0,Male,not_highschool,private,married,Exec_managerial,White,>50K
61,9,0,99,1,0,0,0,Female,hs_grad,unknown,separated,unknown,White,<50K
21,10,0,40,1,0,0,0,Female,,private,single,Adm_clerical,Black,<50K
20,4,0,52,1,0,0,0,Female,,private,single,Machine_op_inspct,White,<50K
30,10,1,40,1,0,1,0,Male,,government,married,Adm_clerical,White,>50K
44,9,1,40,1,1,1,0,Male,hs_grad,private,married,Sales,White,>50K
44,9,1,60,1,0,0,0,Male,hs_grad,private,single,Craft_repair,Black,<50K
29,9,1,60,1,0,0,0,Male,hs_grad,private,married,Transport_moving,White,<50K
31,15,0,35,1,0,0,0,Female,prof_school,private,separated,Tech_support,White,<50K
35,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
27,9,1,40,1,0,0,0,Male,hs_grad,private,single,Adm_clerical,White,<50K
26,13,0,45,1,0,0,0,Female,bachelors,private,single,Exec_managerial,White,<50K
37,5,1,70,1,0,1,0,Male,,self_emp,married,Transport_moving,White,>50K
33,13,1,40,0,0,0,0,Male,bachelors,self_emp,single,Transport_moving,White,<50K
44,4,0,55,1,0,0,0,Female,,private,married,Other_service,White,<50K
34,13,1,40,1,0,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
28,12,1,5,1,0,0,0,Male,assoc,government,single,Craft_repair,White,<50K
30,10,0,45,1,0,0,0,Female,,private,married,Other_service,White,<50K
41,13,1,35,1,0,0,0,Male,bachelors,government,married,Prof_specialty,White,<50K
23,13,0,40,1,0,0,0,Female,bachelors,private,single,Tech_support,White,<50K
19,9,1,70,1,0,0,0,Male,hs_grad,private,single,Handlers_cleaners,White,<50K
48,2,1,50,0,1,0,0,Male,not_highschool,private,married,Farming_fishing,White,<50K
26,10,1,20,1,0,0,0,Male,,government,single,Other_service,White,<50K
32,13,1,40,1,0,1,0,Male,bachelors,private,married,Sales,Black,>50K
26,9,0,48,1,0,0,0,Female,hs_grad,private,separated,Adm_clerical,White,<50K
36,14,1,55,1,1,1,0,Male,masters,private,married,Prof_specialty,White,>50K
49,9,1,40,1,0,0,0,Male,hs_grad,private,married,Transport_moving,White,<50K
33,9,1,40,1,1,0,0,Male,hs_grad,unknown,separated,unknown,Black,<50K
54,14,1,40,1,0,1,0,Male,masters,private,separated,Tech_support,White,>50K
36,9,1,55,1,0,0,0,Male,hs_grad,private,separated,Craft_repair,White,<50K
41,9,1,48,1,0,0,0,Male,hs_grad,private,separated,Handlers_cleaners,White,<50K
27,13,1,35,1,0,0,0,Male,bachelors,private,single,Other_service,White,<50K
68,13,1,35,1,1,1,0,Male,bachelors,unknown,married,unknown,White,>50K
21,10,1,75,1,0,0,0,Male,,unknown,single,unknown,White,<50K
56,9,1,40,1,0,0,0,Male,hs_grad,unknown,separated,unknown,White,<50K
40,11,1,60,1,0,0,0,Male,assoc,self_emp,married,Farming_fishing,White,<50K
46,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Craft_repair,White,<50K
55,5,0,45,1,0,0,0,Female,,unknown,single,unknown,White,<50K
43,5,1,40,1,0,0,0,Male,,private,separated,Transport_moving,Black,<50K
46,9,1,40,1,0,0,0,Male,hs_grad,private,separated,Craft_repair,White,<50K
51,10,1,60,1,0,0,0,Male,,self_emp,married,Exec_managerial,Amer_Indian_Eskimo,<50K
19,10,0,15,1,0,0,0,Female,,private,single,Adm_clerical,White,<50K
67,16,0,50,1,1,1,0,Female,doctorate,government,single,Prof_specialty,White,>50K
31,9,1,40,1,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
27,13,1,50,1,0,1,0,Male,bachelors,private,married,Sales,White,>50K
21,10,0,40,1,0,0,0,Female,,private,single,Other_service,White,<50K
36,9,1,50,1,0,0,0,Male,hs_grad,private,married,Transport_moving,White,<50K
23,9,0,16,1,0,0,0,Female,hs_grad,private,single,Machine_op_inspct,White,<50K
62,14,0,40,1,0,1,0,Female,masters,government,married,Prof_specialty,White,>50K
31,13,1,50,1,0,1,0,Male,bachelors,government,married,Protective_serv,Black,>50K
52,13,1,40,1,1,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
39,9,1,40,1,0,0,0,Male,hs_grad,self_emp,married,Farming_fishing,White,<50K
24,13,1,30,1,0,0,0,Male,bachelors,private,single,Prof_specialty,White,<50K
55,9,1,40,1,1,1,0,Male,hs_grad,unknown,single,unknown,White,>50K
38,9,1,40,0,0,0,0,Male,hs_grad,private,married,Machine_op_inspct,White,<50K
36,9,1,40,1,0,0,0,Male,hs_grad,private,married,Exec_managerial,White,<50K
17,7,0,15,1,0,0,0,Female,not_highschool,private,single,Sales,Black,<50K
27,9,0,40,1,0,0,0,Female,hs_grad,private,married,Other_service,White,<50K
30,10,1,40,1,0,0,0,Male,,private,separated,Craft_repair,Black,<50K
43,9,0,40,1,0,0,0,Female,hs_grad,government,separated,Exec_managerial,White,<50K
51,7,0,30,1,0,0,0,Female,not_highschool,private,separated,Other_service,Black,<50K
47,13,0,35,1,1,1,0,Female,bachelors,private,separated,Priv_house_serv,White,>50K
49,16,0,50,1,1,1,0,Female,doctorate,government,single,Exec_managerial,White,>50K
34,9,1,48,1,0,1,0,Male,hs_grad,private,married,Craft_repair,White,>50K
19,9,1,60,1,0,0,0,Male,hs_grad,unknown,single,unknown,White,<50K
79,16,1,6,1,0,1,0,Male,doctorate,government,separated,Exec_managerial,White,>50K
28,10,1,40,1,0,0,0,Male,,government,separated,Other_service,White,<50K
41,10,1,50,1,0,0,0,Male,,self_emp,married,Exec_managerial,White,<50K
21,10,1,50,1,0,0,0,Male,,private,married,Other_service,White,<50K
31,13,0,40,1,0,0,0,Female,bachelors,self_emp,single,Tech_support,White,<50K
45,9,1,45,1,0,0,0,Male,hs_grad,private,married,Exec_managerial,White,<50K
23,9,1,50,1,0,0,0,Male,hs_grad,self_emp,single,Transport_moving,White,<50K
32,10,1,50,0,0,0,0,Male,,private,married,Exec_managerial,White,<50K
67,7,1,40,1,0,0,0,Male,not_highschool,private,married,Transport_moving,White,<50K
32,14,1,55,1,0,1,0,Male,masters,private,married,Exec_managerial,White,>50K
35,9,1,50,1,0,0,0,Male,hs_grad,self_emp,married,Farming_fishing,White,<50K
29,10,1,40,1,0,0,0,Male,,private,married,Prof_specialty,White,<50K
38,9,1,40,1,0,0,0,Male,hs_grad,private,married,Craft_repair,White,<50K
38,10,1,60,1,0,0,0,Male,,private,married,Sales,White,<50K
18,9,1,30,1,0,0,0,Male,hs_grad,private,single,Prof_specialty,White,<50K
47,9,1,24,1,1,0,0,Male,hs_grad,private,married,Prof_specialty,White,<50K
22,9,0,40,1,0,0,0,Female,hs_grad,private,single,Adm_clerical,White,<50K
21,10,1,48,1,1,0,0,Male,,private,married,Exec_managerial,White,<50K
27,13,1,50,0,0,0,0,Male,bachelors,unknown,married,unknown,White,<50K
28,10,0,30,0,0,0,0,Female,,private,single,Adm_clerical,Asian_Pac_Islander,<50K
32,15,1,40,0,1,0,0,Male,prof_school,private,married,Sales,White,<50K
40,15,1,55,0,1,1,0,Male,prof_school,private,married,Prof_specialty,White,>50K
23,13,0,40,1,1,0,0,Female,bachelors,private,single,Machine_op_inspct,White,<50K
25,10,1,40,1,0,0,0,Male,,private,married,Machine_op_inspct,White,<50K
44,10,1,60,1,1,0,0,Male,,self_emp,single,Sales,White,<50K
43,9,0,25,1,0,1,0,Female,hs_grad,private,married,Adm_clerical,White,>50K
31,13,1,55,1,1,1,0,Male,bachelors,private,married,Exec_managerial,White,>50K
